"","charge120","charge240","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"16596",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,11,"Lexus","IS 250","N","false",0,88,0,0,0,0,0,"Manual 6-spd",22.8997,0,"Subcompact Cars",2008,-2250,"",NA,"","","","",""
"16597",0,0,21,0,0,0,0,0,6,"Rear-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,11,"Lexus","IS 250","Y","false",0,88,0,0,0,0,0,"Automatic (S6)",26.7626,0,"Subcompact Cars",2008,-750,"",NA,"","","","",""
"16598",0,0,20,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,11,"Lexus","IS 250 AWD","Y","false",0,88,0,0,0,0,0,"Automatic (S6)",24.5898,0,"Subcompact Cars",2008,-1750,"",NA,"","","","",""
"16599",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,11,"Lexus","IS 350","Y","false",0,88,0,0,0,0,0,"Automatic (S6)",22.4334,0,"Subcompact Cars",2008,-3000,"",NA,"","","","",""
"16600",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Maserati","GranTurismo","N","false",86,0,0,0,0,0,0,"Automatic 6-spd",15.6486,0,"Subcompact Cars",2008,-7750,"G",NA,"","","","",""
"16601",0,0,18,13,0,0,0,0,6,"Rear-Wheel Drive",2700,3400,"Premium or E85","Premium Gasoline",0,12,"Mercedes-Benz","C300","Y","false",0,88,0,0,0,0,0,"Automatic 7-spd",22.3,16.4,"Compact Cars",2008,-2250,"",NA,"","FFV","E85","320",""
"16609",0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"Saab","9-3 Convertible","N","false",82,0,0,0,0,0,0,"Automatic (S5)",22.1,0,"Subcompact Cars",2008,-3000,"",TRUE,"","","","",""
"16612",0,0,17,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,12,"Mercedes-Benz","C300 4matic","Y","false",0,88,0,0,0,0,0,"Automatic 7-spd",21.8,0,"Compact Cars",2008,-3000,"",NA,"","","","",""
"16613",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,15,"Saab","9-3 Sport Sedan","Y","false",0,90,0,0,0,0,0,"Automatic (S5)",23.5,0,"Compact Cars",2008,-2250,"",TRUE,"","","","",""
"16614",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,16,"Dodge","Challenger","N","false",0,94,0,0,0,0,0,"Automatic 5-spd",15.8,0,"Midsize Cars",2008,-7750,"G",NA,"","","","",""
"16616",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,18,"Chrysler","300/SRT-8","N","false",0,104,0,0,0,0,0,"Automatic 5-spd",15.8,0,"Large Cars",2008,-7750,"G",NA,"","","","",""
"16617",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,16,"Dodge","Charger","Y","false",0,104,0,0,0,0,0,"Automatic 5-spd",15.8,0,"Large Cars",2008,-7750,"G",NA,"","","","",""
"16618",0,0,15,0,0,0,0,0,8,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,17,"Pontiac","G8","Y","false",0,107,0,0,0,0,0,"Automatic (S6)",18.8235,0,"Large Cars",2008,-4500,"",NA,"","","","",""
"16619",0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,30,"Saab","9-3 SportCombi","N","false",0,96,0,0,0,0,0,"Automatic (S5)",22.1,0,"Small Station Wagons",2008,-3000,"",TRUE,"","","","",""
"16620",0,0,17,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,19,"Subaru","Impreza Wagon/Outback SPT AWD","Y","false",0,94,0,0,0,0,0,"Manual 6-spd",21.1781,0,"Small Station Wagons",2008,-3750,"",TRUE,"","","","",""
"16622",0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Honda","Odyssey","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",19.7,0,"Minivan - 2WD",2008,-3250,"",NA,"","","","",""
"16623",0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Honda","Odyssey","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",21.1,0,"Minivan - 2WD",2008,-1750,"",NA,"","","","",""
"16624",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Mazda","5","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",27.3,0,"Minivan - 2WD",2008,500,"",NA,"","","","",""
"16625",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mazda","5","Y","false",0,0,0,0,0,0,0,"Automatic (S5)",26.4,0,"Minivan - 2WD",2008,0,"",NA,"","","","",""
"16627",0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"Cadillac","Escalade ESV 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,"","","","",""
"16628",0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"Chevrolet","Tahoe 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,"","","","",""
"16629",0,0,21,0,0,0,0,0,8,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Tahoe Hybrid 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",26.8,0,"Sport Utility Vehicle - 2WD",2008,-1000,"",NA,"","Hybrid","","","288V Ni-MH"
"16630",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.9,0,"Sport Utility Vehicle - 2WD",2008,-500,"",TRUE,"","","","",""
"16631",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",26.6996,0,"Sport Utility Vehicle - 2WD",2008,500,"",TRUE,"","","","",""
"16632",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Dodge","Magnum","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",15.8,0,"Sport Utility Vehicle - 2WD",2008,-7750,"",NA,"","","","",""
"16633",0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"GMC","Yukon 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,"","","","",""
"16634",0,0,21,0,0,0,0,0,8,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon 1500 Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",26.8,0,"Sport Utility Vehicle - 2WD",2008,-1000,"",NA,"","Hybrid","","","288V Ni-MH"
"16635",0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"GMC","Yukon XL 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",14.9,0,"Sport Utility Vehicle - 2WD",2008,-9000,"",NA,"","","","",""
"16636",0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",25.6,0,"Sport Utility Vehicle - 2WD",2008,-500,"",NA,"","","","",""
"16638",0,0,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue Hybrid","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",31.8,0,"Sport Utility Vehicle - 2WD",2008,2000,"",NA,"","Hybrid","","","36V Ni-MH"
"16639",0,0,20,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Tahoe Hybrid 4WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",24.9,0,"Sport Utility Vehicle - 4WD",2008,-1750,"",NA,"","Hybrid","","","288V Ni-MH"
"16640",0,0,20,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon 1500 Hybrid 4WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",24.9,0,"Sport Utility Vehicle - 4WD",2008,-1750,"",NA,"","Hybrid","","","288V Ni-MH"
"16641",0,0,20,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 4WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",25.2,0,"Sport Utility Vehicle - 4WD",2008,-500,"",NA,"","","","",""
"16642",0,0,13,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Porsche","Cayenne GTS","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",16.1,0,"Sport Utility Vehicle - 4WD",2008,-7750,"",NA,"","","","",""
"16643",0,0,11,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",4400,0,"Premium","Premium Gasoline",0,0,"Porsche","Cayenne GTS","N","false",0,0,0,0,0,0,0,"Manual 6-spd",13.5,0,"Sport Utility Vehicle - 4WD",2008,-10750,"",NA,"","","","",""
"16644",0,0,28,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Premium","Premium Gasoline",0,6,"MINI","Cooper","Y","false",0,76,0,0,0,0,0,"Manual 6-spd",37,0,"Minicompact Cars",2008,2250,"",NA,"","","","",""
"16645",0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1950,0,"Premium","Premium Gasoline",0,6,"MINI","Cooper","Y","false",0,76,0,0,0,0,0,"Automatic (S6)",32.9253,0,"Minicompact Cars",2008,1500,"",NA,"","","","",""
"16646",0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1950,0,"Premium","Premium Gasoline",0,6,"MINI","Cooper S","Y","false",0,76,0,0,0,0,0,"Manual 6-spd",33.7705,0,"Minicompact Cars",2008,1500,"",TRUE,"","","","",""
"16647",0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Premium","Premium Gasoline",0,6,"MINI","Cooper S","Y","false",0,76,0,0,0,0,0,"Automatic (S6)",29.964,0,"Minicompact Cars",2008,750,"",TRUE,"","","","",""
"16649",0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,12,"Audi","A5 quattro","Y","false",0,84,0,0,0,0,0,"Manual 6-spd",20.5,0,"Subcompact Cars",2008,-3000,"",NA,"","","","",""
"16650",0,0,18,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,12,"Audi","A5 quattro","N","false",0,84,0,0,0,0,0,"Automatic (S6)",22.5,0,"Subcompact Cars",2008,-2250,"",NA,"","","","",""
"16651",0,0,28,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Premium","Premium Gasoline",0,17,"MINI","Clubman","Y","false",0,80,0,0,0,0,0,"Manual 6-spd",37,0,"Subcompact Cars",2008,2250,"",NA,"","","","",""
"16652",0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1950,0,"Premium","Premium Gasoline",0,17,"MINI","Clubman","Y","false",0,80,0,0,0,0,0,"Automatic (S6)",32.9253,0,"Subcompact Cars",2008,1500,"",NA,"","","","",""
"16653",0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1950,0,"Premium","Premium Gasoline",0,17,"MINI","Clubman S","Y","false",0,80,0,0,0,0,0,"Manual 6-spd",33.7705,0,"Subcompact Cars",2008,1500,"",TRUE,"","","","",""
"16654",0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Premium","Premium Gasoline",0,17,"MINI","Clubman S","Y","false",0,80,0,0,0,0,0,"Automatic (S6)",29.964,0,"Subcompact Cars",2008,750,"",TRUE,"","","","",""
"16655",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Jeep","Compass 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27,0,"Sport Utility Vehicle - 2WD",2008,0,"",NA,"","","","",""
"16656",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Jeep","Patriot 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27,0,"Sport Utility Vehicle - 2WD",2008,0,"",NA,"","","","",""
"16660",0,0,16,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,12,"Audi","S5","N","false",0,84,0,0,0,0,0,"Automatic (S6)",20.4,0,"Subcompact Cars",2008,-3750,"",NA,"","","","",""
"16661",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,10,"BMW","128i","Y","false",0,86,0,0,0,0,0,"Manual 6-spd",22.5585,0,"Subcompact Cars",2008,-2250,"",NA,"","","","",""
"16662",0,0,19,0,0,0,0,0,6,"Rear-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,10,"BMW","128i","Y","false",0,86,0,0,0,0,0,"Automatic (S6)",23.277,0,"Subcompact Cars",2008,-1750,"",NA,"","","","",""
"16663",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,8,"BMW","128i Convertible","N","false",0,78,0,0,0,0,0,"Manual 6-spd",22.5585,0,"Subcompact Cars",2008,-2250,"",NA,"","","","",""
"16664",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,8,"BMW","128i Convertible","Y","false",0,78,0,0,0,0,0,"Automatic (S6)",22.5502,0,"Subcompact Cars",2008,-2250,"",NA,"","","","",""
"16665",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,10,"BMW","135i","Y","false",0,86,0,0,0,0,0,"Manual 6-spd",21.8,0,"Subcompact Cars",2008,-3000,"",TRUE,"","","","",""
"16666",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,10,"BMW","135i","N","false",0,86,0,0,0,0,0,"Automatic (S6)",22.6,0,"Subcompact Cars",2008,-2250,"",TRUE,"","","","",""
"16667",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,8,"BMW","135i Convertible","N","false",0,78,0,0,0,0,0,"Manual 6-spd",20.9933,0,"Subcompact Cars",2008,-3000,"",TRUE,"","","","",""
"16669",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,8,"BMW","135i Convertible","N","false",0,78,0,0,0,0,0,"Automatic (S6)",21.7412,0,"Subcompact Cars",2008,-3000,"",TRUE,"","","","",""
"16670",0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,11,"BMW","M3 Coupe","N","false",0,89,0,0,0,0,0,"Manual 6-spd",17.1,0,"Subcompact Cars",2008,-6500,"G",NA,"","","","",""
"16671",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,11,"Lexus","IS F","Y","false",0,88,0,0,0,0,0,"Automatic (S8)",19.6214,0,"Subcompact Cars",2008,-4500,"",NA,"","","","",""
"16672",0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,12,"BMW","M3","Y","false",0,93,0,0,0,0,0,"Manual 6-spd",17.1,0,"Compact Cars",2008,-6500,"G",NA,"","","","",""
"16673",0,0,16,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,7,"Mitsubishi","Lancer Evolution","Y","false",0,93,0,0,0,0,0,"Manual 5-spd",20.2,0,"Compact Cars",2008,-4500,"",TRUE,"","","","",""
"16674",0,0,17,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,7,"Mitsubishi","Lancer Evolution","Y","false",0,93,0,0,0,0,0,"Automatic (S6)",20.6,0,"Compact Cars",2008,-3750,"",TRUE,"","","","",""
"16675",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Saturn","Astra 2DR Hatchback","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",31.1,0,"Compact Cars",2008,1750,"",NA,"","","","",""
"16676",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Saturn","Astra 2DR Hatchback","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",30.9,0,"Compact Cars",2008,1750,"",NA,"","","","",""
"16677",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Saturn","Astra 4DR Hatchback","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",31.1,0,"Compact Cars",2008,1750,"",NA,"","","","",""
"16678",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Saturn","Astra 4DR Hatchback","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",30.9,0,"Compact Cars",2008,1750,"",NA,"","","","",""
"16680",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Pontiac","G8","Y","false",0,107,0,0,0,0,0,"Automatic (S5)",21.4,0,"Large Cars",2008,-1750,"",NA,"","","","",""
"16681",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,19,"Infiniti","EX35","Y","false",0,92,0,0,0,0,0,"Automatic (S5)",20.6662,0,"Small Station Wagons",2008,-3750,"",NA,"","","","",""
"16682",0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,19,"Infiniti","EX35","Y","false",0,92,0,0,0,0,0,"Automatic (S5)",20.2,0,"Small Station Wagons",2008,-3750,"",NA,"","","","",""
"16692",0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,9,"BMW","M3 Convertible","N","false",0,84,0,0,0,0,0,"Automatic (S7)",16.671,0,"Subcompact Cars",2008,-6500,"G",NA,"","","","",""
"16693",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,9,"BMW","M3 Convertible","Y","false",0,84,0,0,0,0,0,"Manual 6-spd",16.6,0,"Subcompact Cars",2008,-6500,"G",NA,"","","","",""
"16694",0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,11,"BMW","M3 Coupe","N","false",0,89,0,0,0,0,0,"Automatic (S7)",17.1163,0,"Subcompact Cars",2008,-6500,"G",NA,"","","","",""
"16695",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2300,0,"Premium","Premium Gasoline",0,14,"Chevrolet","Cobalt","Y","false",83,86,0,0,0,0,0,"Manual 5-spd",28.1,0,"Subcompact Cars",2008,-250,"",TRUE,"","","","",""
"16696",0,0,25,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Cobalt XFE","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",32.4657,0,"Subcompact Cars",2008,2250,"",NA,"","","","",""
"16697",0,0,25,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,0,"Pontiac","G5 XFE","N","false",0,0,0,0,0,0,0,"Manual 5-spd",32,0,"Subcompact Cars",2008,2250,"",NA,"","","","",""
"16698",0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,12,"BMW","M3","N","false",0,93,0,0,0,0,0,"Automatic (S7)",17.1163,0,"Compact Cars",2008,-6500,"G",NA,"","","","",""
"16699",0,0,12,0,0,0,0,0,8,"Rear-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,12,"Mercedes-Benz","C63 AMG","N","false",0,88,0,0,0,0,0,"Automatic (S7)",15.2,0,"Compact Cars",2008,-7750,"G",NA,"","","","",""
"16701",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,15,"Saab","9-3 Aero Sedan AWD","N","false",0,90,0,0,0,0,0,"Automatic (S6)",19.1464,0,"Compact Cars",2008,-4500,"",TRUE,"","","","",""
"16702",0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,15,"Saab","9-3 Aero Sedan AWD","N","false",0,90,0,0,0,0,0,"Manual 6-spd",19.4,0,"Compact Cars",2008,-3750,"",TRUE,"","","","",""
"16703",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","Y","false",0,95,0,0,0,0,0,"Automatic (S6)",27.4,0,"Midsize Cars",2008,750,"",NA,"","","","",""
"16704",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,30,"Saab","9-3 Aero SportCombi AWD","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",19.1464,0,"Small Station Wagons",2008,-4500,"",TRUE,"","","","",""
"16705",0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,30,"Saab","9-3 Aero SportCombi AWD","N","false",0,96,0,0,0,0,0,"Manual 6-spd",19.4,0,"Small Station Wagons",2008,-3750,"",TRUE,"","","","",""
"16707",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,26,"BMW","X6 xDrive35i","N","false",0,98,0,0,0,0,0,"Automatic (S6)",18.1,0,"Sport Utility Vehicle - 4WD",2008,-5500,"",NA,"","","","",""
"16708",0,0,13,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,26,"BMW","X6 xDrive50i","N","false",0,98,0,0,0,0,0,"Automatic (S6)",15.7,0,"Sport Utility Vehicle - 4WD",2008,-7750,"",TRUE,"","","","",""
"16724",0,0,11,0,0,0,0,0,12,"Rear-Wheel Drive",4400,0,"Premium","Premium Gasoline",0,0,"Aston Martin","DB9","N","false",78,0,0,0,0,0,0,"Manual 6-spd",13.8,0,"Minicompact Cars",2009,-10750,"G",NA,"","","","",""
"16725",0,0,12,0,0,0,0,0,12,"Rear-Wheel Drive",4050,0,"Premium","Premium Gasoline",0,0,"Aston Martin","DB9","N","false",78,0,0,0,0,0,0,"Automatic (S6)",15.1,0,"Minicompact Cars",2009,-9000,"G",NA,"","","","",""
"16726",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Jaguar","XK","N","false",74,0,0,0,0,0,0,"Automatic 6-spd",19.9,0,"Minicompact Cars",2009,-3750,"",NA,"","","","",""
"16727",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Jaguar","XK Convertible","N","false",74,0,0,0,0,0,0,"Automatic 6-spd",19.9,0,"Minicompact Cars",2009,-3750,"",NA,"","","","",""
"16730",0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",76,0,0,0,0,0,0,"Manual 6-spd",20,0,"Minicompact Cars",2009,-3750,"",NA,"","","","",""
"16731",0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",76,0,0,0,0,0,0,"Automatic (S5)",20.1499,0,"Minicompact Cars",2009,-3750,"",NA,"","","","",""
"16732",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",76,0,0,0,0,0,0,"Manual 5-spd",24.229,0,"Minicompact Cars",2009,-500,"",NA,"","","","",""
"16733",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",76,0,0,0,0,0,0,"Automatic (S4)",24.2157,0,"Minicompact Cars",2009,-500,"",NA,"","","","",""
"16735",0,0,20,0,0,0,0,0,5,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Volkswagen","New Beetle Convertible","N","false",78,0,0,0,0,0,0,"Manual 5-spd",25.259,0,"Minicompact Cars",2009,0,"",NA,"","","","",""
"16736",0,0,20,0,0,0,0,0,5,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Volkswagen","New Beetle Convertible","N","false",78,0,0,0,0,0,0,"Automatic (S6)",24.8494,0,"Minicompact Cars",2009,0,"",NA,"","","","",""
"16737",0,0,21,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",2400,0,"Premium","Premium Gasoline",13,0,"Audi","TT Coupe quattro","N","false",0,0,0,0,0,0,0,"Automatic (S6)",27.1619,0,"Subcompact Cars",2009,-750,"",TRUE,"","","","",""
"16738",0,0,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",7,0,"Chevrolet","Aveo 5","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",31.8,0,"Subcompact Cars",2009,2000,"",NA,"","","","",""
"16739",0,0,16,0,0,0,0,0,2,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,8,"Mazda","RX-8","Y","false",0,89,0,0,0,0,0,"Manual 6-spd",20.4,0,"Subcompact Cars",2009,-4500,"",NA,"","","","",""
"16740",0,0,16,0,0,0,0,0,2,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,8,"Mazda","RX-8","N","false",0,89,0,0,0,0,0,"Automatic (S6)",20.2,0,"Subcompact Cars",2009,-3750,"",NA,"","","","",""
"16741",0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",3000,0,"Premium","Premium Gasoline",16,0,"Mitsubishi","Eclipse","N","false",0,0,0,0,0,0,0,"Manual 6-spd",20,0,"Subcompact Cars",2009,-3750,"",NA,"","","","",""
"16742",0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",3000,0,"Premium","Premium Gasoline",16,0,"Mitsubishi","Eclipse","N","false",0,0,0,0,0,0,0,"Automatic (S5)",20.1499,0,"Subcompact Cars",2009,-3750,"",NA,"","","","",""
